time,frame_id,fps,camera_us,vidConv_us,enc_us,rtpPay_us,udpStream_us,rtpDepay_us,dec_us,presentation_us,total_latency_us
2026-01-26 16:31:20.851017563,25113,76.82851874615858,13969,2825,9954,120,16623,106,3348,2024,48969
2026-01-26 16:31:20.860590726,25113,67.69105801123672,13969,2825,9954,120,16623,106,3348,1153,48098
2026-01-26 16:31:20.873563675,25113,67.69105801123672,13969,2825,9954,120,16623,106,3348,15078,62023
2026-01-26 16:31:20.888583312,25115,1091.703056768559,19438,3371,6914,81,22089,61,6291,905,59150
2026-01-26 16:31:20.902504034,25117,1091.703056768559,20177,2006,6338,92,8341,71,4658,13951,55634
2026-01-26 16:31:20.917879074,25117,86.94896095991653,20177,2006,6338,92,8341,71,4658,11226,52909
2026-01-26 16:31:20.934761457,25119,86.94896095991653,17551,2086,7478,115,3767,68,5521,13731,50317
2026-01-26 16:31:20.962761275,25119,61.233237401261405,17551,2086,7478,115,3767,68,7052,11213,49330
2026-01-26 16:31:20.964206728,25119,57.36905513166198,17551,2086,7478,115,3767,68,7052,7756,45873
2026-01-26 16:31:20.974638702,25119,57.36905513166198,17551,2086,7478,115,3767,68,7052,21647,59764
2026-01-26 16:31:21.002148905,25119,57.36905513166198,17551,2086,7478,115,3767,68,7052,35557,73674
2026-01-26 16:31:21.005434864,25119,57.36905513166198,17551,2086,7478,115,3767,68,7052,49489,87606
2026-01-26 16:31:21.019011735,25123,294.0311673037342,16267,1991,5762,88,9225,606,2972,2523,39434
2026-01-26 16:31:21.029450013,25123,360.8805485384338,16267,1991,5762,88,9225,606,7339,9272,50550
2026-01-26 16:31:21.053030654,25124,360.8805485384338,16193,2156,6511,147,21584,65,7339,23251,77246
2026-01-26 16:31:21.071517855,25124,360.8805485384338,16193,2156,6511,147,21584,65,4004,37047,87707
2026-01-26 16:31:21.072349369,25124,360.8805485384338,16193,2156,6511,147,21584,65,4004,50979,101639
2026-01-26 16:31:21.092390250,25124,18.295918180653896,16193,2156,6511,147,21584,65,4004,10249,60909
2026-01-26 16:31:21.096401960,25124,64.06560317765391,16193,2156,6511,147,21584,65,4004,8534,59194
2026-01-26 16:31:21.135322599,25127,64.06560317765391,18134,2043,7125,90,40251,194,4004,22482,94323
2026-01-26 16:31:21.135751700,25127,158.202816010125,18134,2043,7125,90,40251,194,8593,1246,77676
2026-01-26 16:31:21.171022977,25127,158.202816010125,18134,2043,7125,90,40251,194,8593,15250,91680
2026-01-26 16:31:21.172586866,25127,60.222824450466724,18134,2043,7125,90,40251,194,8593,12583,89013
2026-01-26 16:31:21.174765078,25127,60.222824450466724,18134,2043,7125,90,40251,194,8593,26406,102836
2026-01-26 16:31:21.187734539,25127,60.222824450466724,18134,2043,7125,90,40251,194,8593,40319,116749
2026-01-26 16:31:21.195877737,25133,828.5004142502071,13007,2136,11642,93,20304,206,4275,40,51703
2026-01-26 16:31:21.210243786,25133,85.86639189421261,13007,2136,11642,93,20304,206,10526,2291,60205
2026-01-26 16:31:21.222197215,25134,85.86639189421261,16625,2139,7026,96,28128,66,6229,16221,76530
2026-01-26 16:31:21.236394554,25134,57.62692329856509,16625,2139,7026,96,28128,66,6229,12830,73139
2026-01-26 16:31:21.272701192,25134,65.70733950982324,16625,2139,7026,96,28128,66,6229,11531,71840
2026-01-26 16:31:21.273716519,25137,64.83402489626556,17491,2025,10195,120,24547,386,6229,10001,70994
2026-01-26 16:31:21.289910817,25139,51.57031612603785,16120,2100,9066,104,5940,81,828,4538,38777
2026-01-26 16:31:21.291986370,25139,59.154096421177165,16120,2100,9066,104,8109,99,4858,1506,41962
2026-01-26 16:31:21.308215580,25139,78.75255945818239,16120,2100,9066,104,8109,99,4858,2919,43375
2026-01-26 16:31:21.323533947,25140,64.61200491051237,20887,3184,7346,94,16312,63,4616,1232,53734
2026-01-26 16:31:21.333762490,25140,74.20048972323217,20887,3184,7346,94,16312,63,4616,1621,54123
2026-01-26 16:31:21.358727237,25143,74.20048972323217,16572,3122,6487,87,10389,79,4179,15644,56559
2026-01-26 16:31:21.379768694,25143,56.81495369581274,16572,3122,6487,87,10389,79,5418,11903,54057
2026-01-26 16:31:21.380639665,25143,59.43536404160476,16572,3122,6487,87,10389,79,5418,8929,51083
2026-01-26 16:31:21.395850156,25144,64.43714156840002,15782,2019,6529,99,28493,79,5418,7355,65774
2026-01-26 16:31:21.407330035,25145,67.18624025799517,18361,2085,7178,109,23352,65,5647,6372,63169
2026-01-26 16:31:21.421162947,25147,51.4668039114771,14632,1975,6664,104,7568,69,4018,917,35947
2026-01-26 16:31:21.438648132,25147,76.80491551459293,14632,1975,6664,104,7568,69,4018,1846,36876
2026-01-26 16:31:21.451905346,25148,84.21761832575375,16800,2237,7281,109,23678,69,4018,3890,58082
2026-01-26 16:31:21.475145080,25148,66.82258603407952,16800,2237,7281,109,29797,69,4018,2918,63229
2026-01-26 16:31:21.476032019,25148,66.82258603407952,16800,2237,7281,109,29797,69,4018,16784,77095
2026-01-26 16:31:21.487128782,25151,66.82258603407952,14048,1959,7042,89,18894,244,4018,30820,77114
2026-01-26 16:31:21.507646254,25152,1055.9662090813094,16284,1911,7583,206,14615,244,9316,10082,60241
2026-01-26 16:31:21.515213179,25152,78.003120124805,16284,1911,7583,206,29866,244,9316,11837,77247
2026-01-26 16:31:21.536686905,25153,78.003120124805,19805,2139,6934,90,15268,103,5757,12948,63044
2026-01-26 16:31:21.543388938,25153,69.07508461697866,19805,2139,6934,90,15268,103,5757,12399,62495
2026-01-26 16:31:21.585342824,25153,63.055678163818655,19805,2139,6934,90,15268,103,5757,10598,60694
2026-01-26 16:31:21.586619856,25153,63.055678163818655,19805,2139,6934,90,15268,103,5757,24500,74596
2026-01-26 16:31:21.587323750,25153,63.055678163818655,19805,2139,6934,90,15268,103,5757,38341,88437
2026-01-26 16:31:21.602230967,25157,907.4410163339383,14316,2183,7023,113,23968,50,3929,1569,53151
2026-01-26 16:31:21.613752895,25157,907.4410163339383,14316,2183,7023,113,44402,50,3929,15420,87436
2026-01-26 16:31:21.629518795,25159,185.6665428889714,17997,2465,7400,129,12994,64,6285,2900,50234
2026-01-26 16:31:21.642987088,25159,185.6665428889714,17997,2465,7400,129,12994,64,6285,16720,64054
2026-01-26 16:31:21.679831918,25159,185.6665428889714,17997,2465,7400,129,48330,79,6285,30635,113320
2026-01-26 16:31:21.680185241,25161,411.52263374485597,14929,1986,7781,123,22195,195,6162,3442,56813
2026-01-26 16:31:21.683329275,25163,411.52263374485597,17394,1998,6195,124,8358,144,6162,17386,57761
2026-01-26 16:31:21.696890083,25163,126.00806451612904,17394,1998,6195,124,8358,144,7509,3884,45606
2026-01-26 16:31:21.710203778,25165,126.00806451612904,17947,2075,6990,96,5617,51,7509,17793,58078
2026-01-26 16:31:21.733353749,25165,158.8057805304113,17947,2075,6990,96,5617,51,6735,3112,42623
2026-01-26 16:31:21.739208940,25165,158.8057805304113,17947,2075,6990,96,5617,51,6735,17109,56620
2026-01-26 16:31:21.752370951,25165,158.8057805304113,17947,2075,6990,96,5617,51,6735,30980,70491
2026-01-26 16:31:21.784525299,25168,22.113130777055414,20601,2059,6701,122,6395,119,3850,45143,84990
2026-01-26 16:31:21.789585009,25168,977.5171065493646,20601,2059,6701,122,6395,119,9541,7942,53480
2026-01-26 16:31:21.794063420,25169,977.5171065493646,12598,2044,10531,91,22345,119,9541,21906,79175
2026-01-26 16:31:21.807426654,25170,977.5171065493646,16704,1924,6941,114,20199,155,9541,35856,91434
2026-01-26 16:31:21.821235117,25171,346.38032559750604,16932,2042,8137,92,6773,80,5021,6407,45484
2026-01-26 16:31:21.834083326,25172,52.753745515931634,17391,2103,7708,98,3947,55,3379,1177,35858
2026-01-26 16:31:21.848407453,25173,64.50780544445878,16190,1963,7112,125,8418,76,5270,15190,54344
2026-01-26 16:31:21.870879514,25174,73.01401869158879,16489,2110,10102,93,4302,64,3482,45,36687
2026-01-26 16:31:21.882915634,25174,73.01401869158879,16489,2110,10102,93,4302,64,3482,13856,50498
2026-01-26 16:31:21.891677316,25174,73.01401869158879,16489,2110,10102,93,4302,64,3482,27703,64345
2026-01-26 16:31:21.904196203,25174,73.01401869158879,16489,2110,10102,93,4302,64,3482,41604,78246
2026-01-26 16:31:21.917958264,25175,73.01401869158879,16662,1961,6603,85,47340,64,3482,55548,131745
2026-01-26 16:31:21.935496412,25175,73.01401869158879,16662,1961,6603,85,47340,64,3482,69417,145614
2026-01-26 16:31:21.948287723,25178,402.7386226339106,17978,2190,7731,160,24067,61,9500,2315,64002
2026-01-26 16:31:21.960132157,25178,259.87525987525987,17978,2190,7731,160,24067,61,3357,12339,67883
2026-01-26 16:31:21.973463741,25178,259.87525987525987,17978,2190,7731,160,24067,61,3357,26215,81759
2026-01-26 16:31:21.991926142,25178,259.87525987525987,17978,2190,7731,160,24067,61,3357,40226,95770
2026-01-26 16:31:22.002420037,25181,291.1208151382824,14515,1908,7655,95,35095,30,7610,2662,69570
2026-01-26 16:31:22.016988172,25182,108.34236186348862,17236,1968,7912,256,29462,24,4784,7391,69033
2026-01-26 16:31:22.029143591,25182,108.34236186348862,17236,1968,7912,256,29462,24,4784,21251,82893
2026-01-26 16:31:22.043747151,25184,877.9631255487269,17075,2090,6873,102,16728,58,6157,2224,51307
2026-01-26 16:31:22.057036206,25186,73.86069872220992,16964,3148,6453,116,6199,111,3456,2659,39106
2026-01-26 16:31:22.090771979,25186,166.88918558077435,16964,3148,6453,116,6199,111,3262,10623,46876
2026-01-26 16:31:22.091833581,25186,166.88918558077435,16964,3148,6453,116,6199,111,3262,24415,60668
2026-01-26 16:31:22.100768164,25187,166.88918558077435,14834,1912,9530,126,32229,58,3262,38377,100328
2026-01-26 16:31:22.118252901,25187,22.45979696343545,14834,1912,9530,126,32229,58,5129,7735,71553
2026-01-26 16:31:22.128587560,25189,22.45979696343545,17014,2227,6255,112,25525,188,5129,21778,78228
2026-01-26 16:31:22.141966154,25189,2217.2949002217297,17014,2227,6255,112,25525,188,8338,7549,67208
2026-01-26 16:31:22.154896829,25190,2217.2949002217297,19245,2237,11223,142,29799,188,8338,21417,92589
2026-01-26 16:31:22.168529511,25192,371.3330857779428,15827,1895,6979,110,11162,130,4859,2552,43514
2026-01-26 16:31:22.189914947,25192,371.3330857779428,15827,1895,6979,110,11162,130,4859,16514,57476
2026-01-26 16:31:22.196049794,25192,371.3330857779428,15827,1895,6979,110,11162,130,4859,30412,71374
2026-01-26 16:31:22.219896555,25194,870.3220191470845,16403,4018,9044,96,12141,54,6064,479,48299
2026-01-26 16:31:22.225704224,25196,870.3220191470845,15874,2020,6125,149,6916,75,6064,13213,50436
2026-01-26 16:31:22.237869468,25196,515.4639175257732,15874,2020,6125,149,8242,74,3645,8125,44254
2026-01-26 16:31:22.252300254,25197,515.4639175257732,13589,2068,6107,122,21293,147,3645,21998,68969
2026-01-26 16:31:22.267499257,25198,162.33766233766235,17584,2929,7333,134,9120,69,3670,1651,42490
2026-01-26 16:31:22.288735888,25198,162.33766233766235,17584,2929,7333,134,9120,69,3670,15507,56346
2026-01-26 16:31:22.295272892,25199,162.33766233766235,17314,2733,11106,89,17575,69,3670,29457,82013
2026-01-26 16:31:22.322050944,25200,22.951572182694516,16098,1988,8505,96,18712,108,3840,43544,92891
2026-01-26 16:31:22.323947323,25201,112.05737337516808,21328,2227,7277,101,12394,59,3362,511,47259
2026-01-26 16:31:22.348642270,25201,112.05737337516808,21328,2227,7277,101,12394,59,3362,14411,61159
2026-01-26 16:31:22.350339571,25201,112.05737337516808,21328,2227,7277,101,12394,59,3362,28228,74976
2026-01-26 16:31:22.367077758,25203,283.68794326241135,10920,2029,1084,111,14424,68,3592,2010,34238
2026-01-26 16:31:22.383482046,25204,283.68794326241135,18329,1984,5176,117,9505,70,3592,15971,54744
2026-01-26 16:31:22.398272908,25204,628.1407035175879,18329,1984,5176,117,9505,70,7953,8054,51188
2026-01-26 16:31:22.406718035,25204,628.1407035175879,18329,1984,5176,117,9505,70,7953,21958,65092
2026-01-26 16:31:22.419547876,25204,628.1407035175879,18329,1984,5176,117,9505,70,7953,35867,79001
2026-01-26 16:31:22.436021062,25207,23.227724612097,15543,2013,11064,96,10578,190,5180,6861,51525
2026-01-26 16:31:22.454152348,25207,379.07505686125853,15543,2013,11064,96,10578,190,9011,6749,55244
2026-01-26 16:31:22.468181714,25208,379.07505686125853,16646,2372,10124,82,21728,54,3693,20711,75410
2026-01-26 16:31:22.506071345,25210,86.82062858135093,14785,2230,7153,119,4306,68,1671,1089,31421
2026-01-26 16:31:22.507796967,25210,169.00456312320432,14785,2230,7153,119,4306,68,7764,9080,45505
2026-01-26 16:31:22.509611615,25210,169.00456312320432,14785,2230,7153,119,4306,68,7764,22992,59417
2026-01-26 16:31:22.518824959,25210,169.00456312320432,14785,2230,7153,119,4306,68,7764,36958,73383
2026-01-26 16:31:22.532045916,25210,169.00456312320432,14785,2230,7153,119,4306,68,7764,50830,87255
2026-01-26 16:31:22.544996848,25213,15.408795340380289,18208,2092,7127,110,22198,382,4120,64845,119082
2026-01-26 16:31:22.558917219,25214,717.3601147776184,15762,1950,7016,93,13370,60,5445,6206,49902
2026-01-26 16:31:22.571924793,25215,80.82114281095934,18838,2180,7581,122,7906,29,3498,7774,47928
2026-01-26 16:31:22.586918989,25216,80.82114281095934,14990,2148,7159,150,12834,29,3498,21676,62484
2026-01-26 16:31:22.601041094,25216,35.6582513193553,14990,2148,7159,150,20892,80,3886,7558,56863
2026-01-26 16:31:22.613220482,25217,35.6582513193553,16956,2030,6987,123,28559,80,3886,21479,80100
2026-01-26 16:31:22.628329306,25217,35.6582513193553,16956,2030,6987,123,28559,80,3886,35406,94027
2026-01-26 16:31:22.643026469,25220,35.6582513193553,16799,1990,6205,123,7613,43,3886,49436,86095
2026-01-26 16:31:22.655331973,25221,657.4621959237344,15817,2132,7649,138,5053,43,11622,3554,46008
2026-01-26 16:31:22.669995119,25221,104.72300764477956,15817,2132,7649,138,6792,107,4479,7821,44935
2026-01-26 16:31:22.689019553,25222,104.72300764477956,17980,2013,7587,134,14568,68,4479,21742,68571
2026-01-26 16:31:22.708921422,25222,40.402407983515815,17980,2013,7587,134,14568,68,3686,11095,57131
2026-01-26 16:31:22.711661795,25223,40.402407983515815,16821,2159,7531,119,24549,84,3686,24843,79792
2026-01-26 16:31:22.726560693,25225,96.02458229306703,17344,2521,7335,115,3804,80,5970,179,37348
2026-01-26 16:31:22.741621963,25226,147.05882352941177,17137,2014,7184,123,5611,90,3591,7288,43038
2026-01-26 16:31:22.754639553,25226,71.20985544399345,17137,2014,7184,123,5611,90,5487,7102,44748
2026-01-26 16:31:22.767074597,25227,71.20985544399345,15448,1935,7520,144,14519,59,5487,21070,66182
2026-01-26 16:31:22.805590552,25227,41.162426936692185,15448,1935,7520,144,14519,59,5201,10693,55519
2026-01-26 16:31:22.806211499,25227,41.162426936692185,15448,1935,7520,144,14519,59,5201,24559,69385
2026-01-26 16:31:22.809093669,25227,41.162426936692185,15448,1935,7520,144,14519,59,5201,38538,83364
2026-01-26 16:31:22.828051381,25230,18.79028166632218,15166,2004,8593,187,23824,123,3792,52580,106269
2026-01-26 16:31:22.836812519,25230,238.2654276864427,15166,2004,8593,187,25972,95,4107,5807,61931
2026-01-26 16:31:22.867637609,25232,238.2654276864427,18499,2032,8095,134,14108,103,4107,19699,66777
2026-01-26 16:31:22.868486371,25233,183.85732671446956,14471,2032,10720,97,5742,102,3443,1591,38198
2026-01-26 16:31:22.878171666,25233,183.85732671446956,14471,2032,10720,97,5742,102,3443,15473,52080
2026-01-26 16:31:22.892555251,25234,183.85732671446956,16020,1968,9064,135,14398,102,3443,29419,74549
2026-01-26 16:31:22.907007350,25235,183.85732671446956,18891,2080,7001,146,21410,64,3443,43332,96367
2026-01-26 16:31:22.920911272,25236,179.92083483267362,14575,1934,6562,134,16796,85,3996,171,44253
2026-01-26 16:31:22.937418475,25237,121.49192078726765,17287,1994,7246,115,7143,85,4035,5780,43685
2026-01-26 16:31:22.949501157,25237,121.49192078726765,17287,1994,7246,115,7143,85,4035,19660,57565
2026-01-26 16:31:22.964878629,25238,30.214218811372632,18299,2088,7218,150,21218,69,4907,552,54501
2026-01-26 16:31:22.976313290,25238,30.214218811372632,18299,2088,7218,150,21218,69,4907,14497,68446
2026-01-26 16:31:23.006661885,25240,43.950248318903,15798,2545,6771,137,23892,59,5252,5598,60052
2026-01-26 16:31:23.007558105,25240,43.950248318903,15798,2545,6771,137,38050,208,5252,19483,88244
2026-01-26 16:31:23.021495852,25241,38.776222420411806,15354,2019,9997,201,32937,208,5099,7638,73453
2026-01-26 16:31:23.031748492,25241,38.776222420411806,15354,2019,9997,201,45980,203,5099,21717,100570
2026-01-26 16:31:23.048099115,25244,128.23800974608875,16027,2063,7213,125,6966,62,745,1439,34640
2026-01-26 16:31:23.058627380,25244,775.7951900698216,16027,2063,7213,125,6966,62,5939,10143,48538
2026-01-26 16:31:23.073244284,25245,775.7951900698216,16809,3334,6852,150,7147,62,5939,24140,64433
2026-01-26 16:31:23.088161678,25245,775.7951900698216,16809,3334,6852,150,7147,62,5939,38055,78348
2026-01-26 16:31:23.117581092,25246,1103.7527593818984,12315,1800,8901,131,22847,78,6421,5023,57516
2026-01-26 16:31:23.118367613,25247,1103.7527593818984,18078,1928,8534,139,30646,80,6421,18842,84668
2026-01-26 16:31:23.129566138,25247,42.755141305742015,18078,1928,8534,139,30646,80,4033,9444,72882
2026-01-26 16:31:23.146681009,25247,42.755141305742015,18078,1928,8534,139,30646,80,4033,23340,86778
2026-01-26 16:31:23.163366169,25251,42.755141305742015,13005,1942,8362,144,6802,375,4033,37779,72442
2026-01-26 16:31:23.172097066,25251,963.3911368015414,13005,1942,8362,144,6802,375,13318,788,44736
2026-01-26 16:31:23.188811540,25252,963.3911368015414,19483,1984,6473,113,13905,65,13318,14589,69930
2026-01-26 16:31:23.204878249,25253,963.3911368015414,15005,2290,7603,157,8712,65,4898,28451,67181
2026-01-26 16:31:23.212868419,25253,963.3911368015414,15005,2290,7603,157,8712,65,4898,42642,81372
2026-01-26 16:31:23.227420585,25253,17.953321364452425,15005,2290,7603,157,8712,65,4898,623,39353
2026-01-26 16:31:23.239994418,25253,17.953321364452425,15005,2290,7603,157,8712,65,4898,14582,53312
2026-01-26 16:31:23.254114091,25256,42.30118443316413,14965,1860,9326,108,13891,134,7550,4958,52792
2026-01-26 16:31:23.269474410,25256,101.73974972021568,14965,1860,9326,108,13891,134,10054,9139,59477
2026-01-26 16:31:23.281857261,25258,76.74597083653109,17051,1995,9761,99,13326,111,10054,10054,62451
2026-01-26 16:31:23.298470579,25259,51.83227077178251,16934,1967,7647,86,5980,83,3788,4626,41111
2026-01-26 16:31:23.317678187,25260,66.17257808364214,16838,1826,6785,90,12138,83,3788,3389,44937
2026-01-26 16:31:23.324662501,25260,60.679611650485434,16838,1826,6785,90,12138,83,3788,759,42307
2026-01-26 16:31:23.338450612,25261,60.679611650485434,15282,1960,6828,94,16292,88,7602,14755,62901
2026-01-26 16:31:23.352737874,25261,62.821962558110314,15282,1960,6828,94,16292,88,7602,12783,60929
2026-01-26 16:31:23.369167378,25263,67.51282743721308,17966,2074,7422,99,16763,229,7602,11969,64124
2026-01-26 16:31:23.381457618,25264,55.98790661217177,18299,2236,7620,87,4268,96,3580,7992,44178
2026-01-26 16:31:23.423459857,25265,60.368246302444916,14444,2154,7080,102,9495,61,3580,5382,42298
2026-01-26 16:31:23.424453264,25265,60.20107157907411,14444,2154,7080,102,9495,61,3388,2717,39441
2026-01-26 16:31:23.425437871,25265,60.58035984733749,14444,2154,7080,102,9495,61,3388,144,36868
2026-01-26 16:31:23.440215293,25265,67.55387421468622,14444,2154,7080,102,9495,61,3388,14095,50819
2026-01-26 16:31:23.450444444,25265,67.55387421468622,14444,2154,7080,102,9495,61,3388,13172,49896
2026-01-26 16:31:23.469720758,25269,44.04316229905307,13908,318,87,91,4663,52,1526,4418,25063
2026-01-26 16:31:23.483805197,25270,91.64222873900293,15276,121,28,16,5041,60,4061,7394,31997
2026-01-26 16:31:23.492054543,25270,56.92491603574885,15276,121,28,16,19771,60,3736,3719,42727
2026-01-26 16:31:23.519901684,25270,72.4217844727694,15276,121,28,16,19771,60,3736,3878,42886
2026-01-26 16:31:23.522912594,25270,63.645621181262726,15276,121,28,16,45405,60,3736,2042,66684
2026-01-26 16:31:23.532615617,25272,63.645621181262726,15260,2035,9294,82,11394,52,3736,16019,57872
2026-01-26 16:31:23.548118245,25273,47.79429336137265,18437,2155,7241,98,3563,84,5315,8982,45875
2026-01-26 16:31:23.562749870,25274,76.06876616461281,17571,2363,7177,103,5155,69,3695,9750,45883
2026-01-26 16:31:23.575943338,25274,68.12453164384495,17571,2363,7177,103,5155,69,3695,9022,45155
2026-01-26 16:31:23.613410364,25274,79.36507936507937,17571,2363,7177,103,5155,69,3695,10303,46436
2026-01-26 16:31:23.618024780,25274,71.18451025056947,17571,2363,7177,103,5155,69,3695,10201,46334
2026-01-26 16:31:23.619080845,25276,50.54589567327133,19819,2130,7380,139,24291,66,5590,4321,63736
2026-01-26 16:31:23.630748889,25277,83.27781479013991,18056,2223,7914,126,28135,81,5590,6340,68465
2026-01-26 16:31:23.646491652,25279,59.78000956480153,17233,2076,8159,91,5134,96,3434,3430,39653
2026-01-26 16:31:23.657612832,25279,61.48927012236365,17233,2076,8159,91,5134,96,3434,1009,37232
2026-01-26 16:31:23.679355750,25280,95.77626664112633,19221,3607,7860,122,14067,70,3434,4555,52936
2026-01-26 16:31:23.685086937,25280,54.88172987212557,19221,3607,7860,122,14067,70,6859,215,52021
2026-01-26 16:31:23.705686428,25282,54.88172987212557,14751,1867,6010,128,13182,15,5006,14158,55117
2026-01-26 16:31:23.713974943,25282,61.530888506030024,14751,1867,6010,128,23971,72,4487,11848,63134
2026-01-26 16:31:23.729311294,25282,75.27853056308341,14751,1867,6010,128,23971,72,4487,12459,63745
2026-01-26 16:31:23.741795300,25285,42.36929073807305,19680,2095,7828,91,5034,86,2053,2850,39717
2026-01-26 16:31:23.756590194,25285,108.66021949364338,19680,2095,7828,91,5034,86,4639,7556,47009
2026-01-26 16:31:23.771106583,25286,80.60615831049492,17177,2259,7640,102,14153,77,4639,9067,55114
2026-01-26 16:31:23.784269810,25287,76.98822080221726,14350,2047,6935,109,7087,79,3739,10044,44390
2026-01-26 16:31:23.797183877,25288,64.69560716827327,15952,2411,6618,142,6555,57,3878,8460,44073
2026-01-26 16:31:23.817462462,25289,68.64360241625481,20612,2291,7338,144,4384,57,3878,7769,46473
2026-01-26 16:31:23.831537750,25289,68.64360241625481,20612,2291,7338,144,4384,57,3878,21673,60377
2026-01-26 16:31:23.840891546,25289,28.028476932563485,20612,2291,7338,144,32422,58,4019,141,67025
2026-01-26 16:31:23.866322003,25292,83.97010664203543,17179,2002,5875,114,4901,19,4568,2087,36745
2026-01-26 16:31:23.867331859,25292,161.60310277957336,17179,2002,5875,114,4901,19,4228,9716,44034
2026-01-26 16:31:23.888563978,25293,46.07657927475464,15468,2000,10094,125,6619,102,5413,1926,41747
2026-01-26 16:31:23.895233562,25293,46.07657927475464,15468,2000,10094,125,26316,96,5413,15925,75437
2026-01-26 16:31:23.942081713,25295,260.7561929595828,16247,1840,8342,124,4905,60,5014,6848,43380
2026-01-26 16:31:23.944163890,25295,260.7561929595828,16247,1840,8342,124,13530,60,5014,20710,65867
2026-01-26 16:31:23.947646046,25295,260.7561929595828,16247,1840,8342,124,13530,60,5014,34638,79795
2026-01-26 16:31:23.951880707,25296,22.32292341004978,16914,2120,7536,113,35263,86,3730,3820,69582
2026-01-26 16:31:23.965287621,25298,131.9087191663369,16322,1931,7248,107,18174,211,4561,10194,58748
2026-01-26 16:31:23.989176207,25299,1050.420168067227,16724,2144,6961,114,4776,66,7505,2139,40429
2026-01-26 16:31:23.993787999,25300,1050.420168067227,16121,1918,8924,163,6846,66,7505,16073,57616
2026-01-26 16:31:24.005918682,25301,1050.420168067227,16732,1940,7943,103,5794,73,7505,29989,70079
2026-01-26 16:31:24.051477032,25301,1015.2284263959391,16732,1940,7943,103,5794,73,7593,9153,49331
2026-01-26 16:31:24.053127835,25301,1015.2284263959391,16732,1940,7943,103,5794,73,7593,23060,63238
2026-01-26 16:31:24.053928148,25302,1015.2284263959391,17559,2083,7456,115,29410,42,4828,37126,98619
2026-01-26 16:31:24.063614755,25303,102.37510237510237,17026,2266,20122,128,9492,82,4719,2980,56815
2026-01-26 16:31:24.078869343,25304,102.37510237510237,9512,2158,732,94,13873,84,4719,16854,48026
2026-01-26 16:31:24.093091067,25304,268.2403433476395,9512,2158,732,94,17745,76,4382,7019,41718
2026-01-26 16:31:24.104628835,25304,268.2403433476395,9512,2158,732,94,17745,76,4382,20854,55553
2026-01-26 16:31:24.123745784,25306,29.240621070791544,16662,126,27,2173,21508,57,702,637,41892
2026-01-26 16:31:24.138659242,25306,268.9618074233459,16662,126,27,2173,21508,57,4507,10893,55953
2026-01-26 16:31:24.146310073,25306,268.9618074233459,16662,126,27,2173,21508,57,4507,24792,69852
2026-01-26 16:31:24.159978339,25308,429.553264604811,13879,382,92,121,12827,51,6899,767,35018
2026-01-26 16:31:24.174522057,25308,429.553264604811,13879,382,92,121,12827,51,6899,14666,48917
2026-01-26 16:31:24.189339256,25308,429.553264604811,13879,382,92,121,12827,51,6899,28579,62830
2026-01-26 16:31:24.201654424,25308,429.553264604811,13879,382,92,121,12827,51,6899,42552,76803
2026-01-26 16:31:24.237076586,25309,17.614316916789967,34560,3560,12884,101,20797,62,5257,56556,133777
2026-01-26 16:31:24.247190886,25309,17.614316916789967,34560,3560,12884,101,20797,62,5257,13723,90944
2026-01-26 16:31:24.248103075,25310,39.52881650723377,21075,3140,13501,122,26352,79,3639,2188,70096
2026-01-26 16:31:24.265395390,25310,39.52881650723377,21075,3140,13501,122,26352,79,3639,16138,84046
2026-01-26 16:31:24.272997100,25311,33.69612831485662,23834,6069,9701,108,32132,61,4591,440,76936
2026-01-26 16:31:24.288569874,25312,85.40438978563498,11166,1839,1202,88,19035,58,3616,2589,39593
2026-01-26 16:31:24.305423264,25312,85.40438978563498,11166,1839,1202,88,19035,58,3616,16483,53487
2026-01-26 16:31:24.313605760,25313,85.40438978563498,13643,1799,1053,88,40828,72,3616,30370,91469
2026-01-26 16:31:24.336631534,25313,26.753705388196266,13643,1799,1053,88,40828,72,5656,6953,70092
2026-01-26 16:31:24.352901802,25315,2202.643171806167,16916,1972,4725,85,30696,59,7466,793,62712
2026-01-26 16:31:24.356810020,25316,2202.643171806167,16703,3125,5242,86,18858,69,6040,14644,64767
2026-01-26 16:31:24.369767545,25316,2202.643171806167,16703,3125,5242,86,18858,69,6040,28545,78668
2026-01-26 16:31:24.397504123,25317,2202.643171806167,17056,2408,6025,118,31138,113,4466,42520,103844
2026-01-26 16:31:24.398779203,25318,92.5240562546262,15706,2006,9981,96,21150,46,4748,1796,55529
2026-01-26 16:31:24.441085547,25319,72.72727272727273,16110,1920,9757,594,24516,93,3940,2018,58948
2026-01-26 16:31:24.442904164,25320,60.69802731411229,17840,2013,7505,92,18752,52,3605,15893,65752
2026-01-26 16:31:24.444795455,25320,60.69802731411229,17840,2013,7505,92,18752,52,3605,13313,63172
2026-01-26 16:31:24.459613262,25320,58.67511588335387,17840,2013,7505,92,18752,52,3605,10218,60077
2026-01-26 16:31:24.480784515,25320,59.84082340973012,17840,2013,7505,92,18752,52,3605,7463,57322
2026-01-26 16:31:24.481884485,25320,59.84082340973012,17840,2013,7505,92,18752,52,3605,21372,71231
2026-01-26 16:31:24.496856057,25320,59.84082340973012,17840,2013,7505,92,18752,52,3605,35264,85123
