time,frame_id,fps,camera_us,vidConv_us,enc_us,rtpPay_us,udpStream_us,rtpDepay_us,dec_us,presentation_us,total_latency_us
2026-01-26 16:38:41.389331530,264,59.78715771852206,16282,622,82,85,18470,42,3754,13174,52511
2026-01-26 16:38:41.401948139,264,67.96248470844094,16282,622,82,85,18470,42,3754,9668,49005
2026-01-26 16:38:41.411984651,265,49.970017989206475,15939,3816,12096,124,7038,64,3528,1356,43961
2026-01-26 16:38:41.422934370,266,49.970017989206475,14861,1689,86,85,4933,75,3528,11802,37059
2026-01-26 16:38:41.435022613,266,57.790106333795656,14861,1689,86,85,4933,75,4452,5713,31894
2026-01-26 16:38:41.445863273,266,83.73806732540613,14861,1689,86,85,17744,99,3549,5359,43472
2026-01-26 16:38:41.456109486,267,83.73806732540613,16475,3408,12643,89,5110,38,3549,16092,57404
2026-01-26 16:38:41.468431496,267,53.96654074473826,16475,3408,12643,89,5110,38,4031,8834,50628
2026-01-26 16:38:41.478798544,268,66.65777896280495,16237,9,27,3215,17075,61,3647,4990,45261
2026-01-26 16:38:41.490355670,269,66.65777896280495,16868,3674,13560,83,6060,77,3647,16070,60039
2026-01-26 16:38:41.501440945,269,48.84959210590591,16868,3674,13560,83,6060,77,3822,6906,51050
2026-01-26 16:38:41.512419112,270,57.19514985129261,15811,685,283,102,5908,150,4012,1047,27998
2026-01-26 16:38:41.524315703,270,90.10632546404757,15811,685,283,102,17306,41,3594,781,38603
2026-01-26 16:38:41.535391921,270,90.10632546404757,15811,685,283,102,17306,41,3594,11595,49417
2026-01-26 16:38:41.544678270,271,54.65078150617554,16755,3553,12587,79,4022,50,3937,4403,45386
2026-01-26 16:38:41.556385160,272,54.65078150617554,15135,3155,113,14,3955,74,3937,15626,42009
2026-01-26 16:38:41.567620582,272,47.69172071728348,15135,3155,113,14,14296,83,4154,5805,42755
2026-01-26 16:38:41.578473082,272,96.00614439324117,15135,3155,113,14,14296,83,3997,6470,43263
2026-01-26 16:38:41.590160708,273,96.00614439324117,14950,1426,84,120,3523,73,3997,17539,41712
2026-01-26 16:38:41.601800748,273,50.34993202759176,14950,1426,84,120,17161,124,4073,9847,47785
2026-01-26 16:38:41.614937275,273,75.01312729727702,14950,1426,84,120,17161,124,3646,7187,44698
2026-01-26 16:38:41.625765646,274,63.2231143706139,15756,3331,12019,102,3719,50,3454,2347,40778
2026-01-26 16:38:41.634605359,274,63.2231143706139,15756,3331,12019,102,3719,50,3454,13025,51456
2026-01-26 16:38:41.645334849,275,45.37616843633724,15674,2967,104,125,3476,107,3652,2484,28589
2026-01-26 16:38:41.656451964,275,82.61049153242462,15674,2967,104,125,14924,44,4107,1545,39490
2026-01-26 16:38:41.667834206,275,82.61049153242462,15674,2967,104,125,14924,44,4107,12608,50553
2026-01-26 16:38:41.678967865,276,46.17871161394597,14110,2935,103,131,3512,68,4199,1868,26926
2026-01-26 16:38:41.690202679,276,90.9090909090909,14110,2935,103,131,14711,45,4050,2076,38161
2026-01-26 16:38:41.702353420,277,90.9090909090909,16331,3640,12054,108,3658,45,4050,13794,53680
2026-01-26 16:38:41.712594545,277,56.49079200090385,16331,3640,12054,108,3658,45,3607,6996,46439
2026-01-26 16:38:41.724471904,278,56.49079200090385,16473,1330,143,125,3444,46,3604,17944,43109
2026-01-26 16:38:41.735088430,278,50.5382321726386,16473,1330,143,125,17387,165,3604,9718,48945
2026-01-26 16:38:41.745499127,278,73.33528894103843,16473,1330,143,125,17387,165,3809,6822,46254
2026-01-26 16:38:41.758177050,279,50.53312446308555,16553,439,89,96,4634,54,3539,18375,43779
2026-01-26 16:38:41.769028014,279,50.53312446308555,16553,439,89,96,17870,50,3539,9625,48261
2026-01-26 16:38:41.779874306,279,72.91818579553741,16553,439,89,96,17870,50,3722,6961,45780
2026-01-26 16:38:41.790996990,280,72.91818579553741,15920,1606,113,118,4908,109,3722,18229,44725
2026-01-26 16:38:41.801911252,280,46.48352159159578,15920,1606,113,118,16470,59,4000,7751,46037
2026-01-26 16:38:41.813309590,280,89.26180487369454,15920,1606,113,118,16470,59,3669,7589,45544
2026-01-26 16:38:41.824173226,281,50.4693650953871,16298,3400,12213,95,5075,62,4388,18858,60389
2026-01-26 16:38:41.835976599,282,50.4693650953871,16548,440,91,119,4510,62,4388,10728,36886
2026-01-26 16:38:41.846710632,282,61.443932411674346,16548,440,91,119,4510,166,3659,4978,30511
2026-01-26 16:38:41.857840612,282,69.45409084595083,16548,440,91,119,18749,87,3903,1839,41776
2026-01-26 16:38:41.868940830,282,69.45409084595083,16548,440,91,119,18749,87,3903,12638,52575
2026-01-26 16:38:41.881323322,283,51.96964972456086,15931,685,89,104,4808,52,3325,4691,29685
2026-01-26 16:38:41.891007792,284,51.96964972456086,16385,2046,122,124,5048,99,3325,16399,43548
2026-01-26 16:38:41.902622104,284,51.02040816326531,16385,2046,122,124,16657,61,4374,7681,47450
2026-01-26 16:38:41.912812411,284,94.05568096313017,16385,2046,122,124,16657,61,3807,7945,47147
2026-01-26 16:38:41.924769676,285,94.05568096313017,17573,3890,12549,104,4754,41,3935,19051,61897
2026-01-26 16:38:41.935437404,285,48.52719949531713,17573,3890,12549,104,4754,41,3935,9709,52555
2026-01-26 16:38:41.947038083,286,57.65017871555402,14914,2462,133,130,4978,121,3745,3545,30028
2026-01-26 16:38:41.957972761,286,86.16232982939859,14914,2462,133,130,16797,60,3531,3364,41391
2026-01-26 16:38:41.969650659,286,86.16232982939859,14914,2462,133,130,16797,60,3531,14593,52620
2026-01-26 16:38:41.982655854,288,47.31488052992666,16876,48,36,23,4816,50,3781,4203,29833
2026-01-26 16:38:41.991346571,289,47.31488052992666,16330,624,124,133,5072,41,3781,15525,41630
2026-01-26 16:38:42.002821263,289,56.860180815374996,16330,624,124,133,5072,41,3916,8971,35211
2026-01-26 16:38:42.013534400,289,56.23031938821413,16330,624,124,133,21941,145,4805,2401,46503
2026-01-26 16:38:42.023841671,290,56.23031938821413,13367,3068,178,186,6521,145,4805,12589,40859
2026-01-26 16:38:42.034504630,290,55.002475111380015,13367,3068,178,186,6635,86,3618,5272,32410
2026-01-26 16:38:42.046522920,291,79.4912559618442,16274,43,121,36,6068,79,3612,3998,30231
2026-01-26 16:38:42.056868400,291,73.85524372230428,16274,43,121,36,19573,48,3637,1749,41481
2026-01-26 16:38:42.069906140,291,73.85524372230428,16274,43,121,36,19573,48,3637,13151,52883
2026-01-26 16:38:42.079577714,292,46.26844954425577,16095,1437,127,113,5524,75,3478,2756,29605
2026-01-26 16:38:42.095256993,292,80.8865162177465,16095,1437,127,113,18005,57,3446,1686,40966
2026-01-26 16:38:42.104002720,292,80.8865162177465,16095,1437,127,113,18005,57,3446,12892,52172
2026-01-26 16:38:42.114615438,293,49.54910316123278,18080,4101,12866,135,4709,55,3505,3978,47429
2026-01-26 16:38:42.125794123,294,49.54910316123278,13410,3141,2654,58,3644,142,3505,15519,42073
2026-01-26 16:38:42.135793737,294,51.78663904712584,13410,3141,2654,58,13892,75,3630,7254,44114
2026-01-26 16:38:42.148361545,294,100.999899000101,13410,3141,2654,58,13892,75,3521,8677,45428
2026-01-26 16:38:42.158851796,295,70.40270346381301,16246,3542,10410,76,3738,48,3423,5426,42909
2026-01-26 16:38:42.170181045,296,70.40270346381301,16082,554,109,112,4181,71,3423,16653,41185
2026-01-26 16:38:42.180915942,296,46.42094513044285,16082,554,109,112,4181,71,3731,6171,31011
2026-01-26 16:38:42.192069954,297,61.132167746668294,17084,518,152,390,3362,67,3539,1131,26243
2026-01-26 16:38:42.203303584,297,61.132167746668294,17084,518,152,390,16905,63,3539,12184,50835
2026-01-26 16:38:42.214046130,297,71.96833393306945,17084,518,152,390,16905,63,3802,9461,48375
2026-01-26 16:38:42.225015785,298,71.96833393306945,16414,3718,13330,128,7815,105,3802,20637,65949
2026-01-26 16:38:42.237374244,298,42.10703608572992,16414,3718,13330,128,7815,105,4196,8241,53947
2026-01-26 16:38:42.247413411,299,64.47037586229128,17491,657,119,117,4735,39,3899,3782,30839
2026-01-26 16:38:42.258785253,300,68.56829402084476,15401,94,88,28,4549,47,3635,492,24334
2026-01-26 16:38:42.273303703,301,68.56829402084476,14980,987,111,113,3624,107,3635,11643,35200
2026-01-26 16:38:42.281318947,301,67.86102062975027,14980,987,111,113,3624,107,3615,7948,31485
2026-01-26 16:38:42.292394141,301,70.66638400113067,14980,987,111,113,17862,62,3494,4897,42506
2026-01-26 16:38:42.304513009,302,70.66638400113067,18137,3728,13025,110,3854,63,3494,16002,58413
2026-01-26 16:38:42.315631532,302,48.25090470446321,18137,3728,13025,110,3854,63,4071,7690,50678
2026-01-26 16:38:42.326194009,303,48.25090470446321,15629,3210,92,77,4484,55,4161,17776,45484
2026-01-26 16:38:42.355645383,303,49.49759936643073,15629,3210,92,77,16440,70,4161,8834,48513
2026-01-26 16:38:42.355867693,303,86.11780916293489,15629,3210,92,77,16440,70,4312,8050,47880
2026-01-26 16:38:42.359274820,304,68.85155604516662,16029,3506,11704,120,3750,79,3690,4551,43429
2026-01-26 16:38:42.370435584,305,68.85155604516662,16545,15,89,103,3701,53,3690,15999,40195
2026-01-26 16:38:42.381585916,305,52.2466039707419,16545,15,89,103,3701,53,3880,7811,32197
2026-01-26 16:38:42.392671190,305,56.8472514353931,16545,15,89,103,21493,53,3852,1430,43580
2026-01-26 16:38:42.403084415,305,56.8472514353931,16545,15,89,103,21493,53,3852,12429,54579
2026-01-26 16:38:42.416162284,306,50.64573309698658,14094,3328,1096,104,3699,43,4312,3914,30590
2026-01-26 16:38:42.425818562,306,89.11067545891999,14094,3328,1096,104,15793,59,3436,3880,41790
2026-01-26 16:38:42.438659433,307,89.11067545891999,17385,3529,12125,112,5992,57,3436,15106,57742
2026-01-26 16:38:42.448633767,307,52.99136240792751,17385,3529,12125,112,5992,57,3505,7392,50097
2026-01-26 16:38:42.462313539,308,64.08202499198974,16805,3684,12583,115,4016,50,3755,2856,43864
2026-01-26 16:38:42.472052955,308,64.08202499198974,16805,3684,12583,115,4016,50,3755,14211,55219
2026-01-26 16:38:42.482361826,309,49.8355427090601,15319,2983,83,103,3682,59,3451,5117,30797
2026-01-26 16:38:42.492769195,310,88.09020436927413,14351,115,84,83,3817,52,3282,5083,26867
2026-01-26 16:38:42.504920544,311,88.09020436927413,16777,350,523,78,6463,155,3282,16110,43738
2026-01-26 16:38:42.515298857,311,46.40586570142466,16777,350,523,78,6463,155,4549,5679,34574
2026-01-26 16:38:42.526667978,311,81.34710811030668,16777,350,523,78,19241,74,4162,4545,45750
2026-01-26 16:38:42.538000619,312,81.34710811030668,16424,1300,108,122,4577,58,4162,15650,42401
2026-01-26 16:38:42.549265801,312,51.0073960724305,16424,1300,108,122,4577,58,3439,7324,33352
2026-01-26 16:38:42.561970189,312,76.97636825494573,16424,1300,108,122,17652,71,3358,5374,44409
2026-01-26 16:38:42.572151472,313,76.97636825494573,16332,3340,11998,87,5705,49,3358,16653,57522
2026-01-26 16:38:42.582804575,313,52.6066600031564,16332,3340,11998,87,5705,49,3980,8695,50186
2026-01-26 16:38:42.593989308,314,62.16972334473112,16606,3748,12252,92,4825,47,3624,3935,45129
2026-01-26 16:38:42.605089687,315,62.16972334473112,16781,215,120,122,5577,76,3624,14960,41475
2026-01-26 16:38:42.616060174,315,51.39802631578947,16781,215,120,122,5577,76,3772,6556,33219
2026-01-26 16:38:42.626556026,315,67.64984440535787,16781,215,120,122,20206,68,3753,2933,44198
2026-01-26 16:38:42.638240611,316,67.64984440535787,15326,709,88,86,4602,59,3753,14173,38796
2026-01-26 16:38:42.650235604,316,63.055678163818655,15326,709,88,86,4602,59,3822,9498,34190
2026-01-26 16:38:42.661358160,316,59.71218725741924,15326,709,88,86,21839,39,3432,4253,45772
2026-01-26 16:38:42.671582164,317,59.71218725741924,19404,3895,10551,102,6511,54,3432,15064,59013
2026-01-26 16:38:42.682628365,317,55.87216448765225,19404,3895,10551,102,6511,54,3564,8346,52427
2026-01-26 16:38:42.693511682,318,50.45917852457362,15517,2781,101,115,4544,53,3561,19334,46006
2026-01-26 16:38:42.705746042,318,50.45917852457362,15517,2781,101,115,17380,50,3670,10765,50379
2026-01-26 16:38:42.716072449,318,77.89375292101573,15517,2781,101,115,17380,50,3670,9045,48659
2026-01-26 16:38:42.727811244,319,52.63434917627244,15809,3735,11716,134,8321,68,3551,1176,44510
2026-01-26 16:38:42.739178765,320,52.63434917627244,14617,2911,204,118,6087,68,3551,12311,39867
2026-01-26 16:38:42.750017825,320,51.991265467401476,14617,2911,204,118,16698,62,4508,4300,43418
2026-01-26 16:38:42.761484869,320,105.76414595452141,14617,2911,204,118,16698,62,4068,5943,44621
2026-01-26 16:38:42.773069036,321,58.52059925093633,15963,3392,11630,145,6071,85,3837,169,41292
2026-01-26 16:38:42.782842821,321,58.52059925093633,15963,3392,11630,145,6071,85,3837,11046,52169
2026-01-26 16:38:42.793447955,322,55.84096493187402,17332,3485,12972,98,5647,50,3573,4307,47464
2026-01-26 16:38:42.805332674,323,60.335465186436586,16313,418,78,95,4605,52,3322,15522,40405
2026-01-26 16:38:42.822210320,323,60.335465186436586,16313,418,78,95,18711,77,3322,10069,49083
2026-01-26 16:38:42.827724764,323,72.22824124232575,16313,418,78,95,18711,77,3647,7398,46737
2026-01-26 16:38:42.839465191,324,72.22824124232575,17174,127,97,112,5531,85,3647,18722,45495
2026-01-26 16:38:42.850937099,324,46.298439742580676,17174,127,97,112,17968,75,3737,8295,47585
2026-01-26 16:38:42.861044236,324,80.94544277157196,17174,127,97,112,17968,75,3814,6884,46251
2026-01-26 16:38:42.872515888,325,58.424865622809065,15693,3463,12889,85,3611,54,3438,950,40183
2026-01-26 16:38:42.884273532,326,58.424865622809065,16057,386,77,96,3740,68,3438,12085,35947
2026-01-26 16:38:42.894457823,326,58.482952219428036,16057,386,77,96,3740,68,3706,6046,30176
2026-01-26 16:38:42.905691773,326,56.58348893792791,16057,386,77,96,20986,51,3822,17181,58656
2026-01-26 16:38:42.917688751,327,56.58348893792791,18092,3652,10379,107,3674,48,3822,11039,50813
2026-01-26 16:38:42.927765519,327,69.76419701409237,18092,3652,10379,107,3674,48,4066,7524,47542
2026-01-26 16:38:42.939147217,328,56.50036725238714,15757,3472,13188,90,3600,65,3444,946,40562
2026-01-26 16:38:42.950934653,329,56.50036725238714,17202,3467,10952,102,4756,52,3444,12270,52245
2026-01-26 16:38:42.960710326,329,61.816158743895656,17202,3467,10952,102,4756,52,3602,6982,47115
2026-01-26 16:38:42.972550052,330,54.510765876260564,15724,1328,103,94,3453,70,3669,18163,42604
2026-01-26 16:38:42.984308495,331,54.510765876260564,16166,441,83,104,4705,63,3669,11008,36239
2026-01-26 16:38:42.995042432,331,56.81818181818182,16166,441,83,104,4705,63,4836,4744,31142
2026-01-26 16:38:43.005445033,331,61.67509559639817,16166,441,83,104,21656,102,3730,15574,57856
2026-01-26 16:38:43.016856332,331,61.67509559639817,16166,441,83,104,21656,102,3730,10472,52754
2026-01-26 16:38:43.028658040,332,64.18485237483954,18031,3519,12035,80,4833,67,3467,6108,48140
2026-01-26 16:38:43.039114339,333,54.57919441109049,16479,348,107,117,4899,53,3430,17452,42885
2026-01-26 16:38:43.051153045,333,54.57919441109049,16479,348,107,117,18843,112,3430,10351,49787
2026-01-26 16:38:43.063161255,333,70.85163667280715,16479,348,107,117,18843,112,3690,7089,46785
2026-01-26 16:38:43.072420755,334,62.94454585510166,16035,3581,12377,82,3551,53,3382,2287,41348
2026-01-26 16:38:43.084382083,334,62.94454585510166,16035,3581,12377,82,3551,53,3382,13552,52613
2026-01-26 16:38:43.094666409,335,50.200803212851405,15763,1856,107,127,3283,47,3707,4660,29550
2026-01-26 16:38:43.106424116,335,77.39339060444237,15763,1856,107,127,16046,87,3811,2988,40785
2026-01-26 16:38:43.116887839,336,77.39339060444237,16024,3334,11970,137,3757,49,3811,14170,53252
2026-01-26 16:38:43.128589097,336,57.94414184725924,16024,3334,11970,137,3757,49,3964,8106,47341
2026-01-26 16:38:43.140634300,337,49.89273062914733,17085,399,105,116,5030,40,3344,19296,45415
2026-01-26 16:38:43.150711836,337,49.89273062914733,17085,399,105,116,19535,116,3344,10691,51391
2026-01-26 16:38:43.161780630,337,69.11805363560963,17085,399,105,116,19535,116,3619,6911,47886
2026-01-26 16:38:43.172118461,338,62.55864873318736,16094,3437,13233,92,3441,75,3488,2070,41930
2026-01-26 16:38:43.185558739,339,62.55864873318736,17532,3986,10964,88,3616,57,3488,13661,53392
2026-01-26 16:38:43.196126209,339,59.86948452373825,17532,3986,10964,88,3616,57,4145,8099,48487
2026-01-26 16:38:43.205849720,340,63.008002016256064,16124,3436,12026,94,3574,50,3518,2890,41712
2026-01-26 16:38:43.218034894,341,63.008002016256064,16583,3465,12005,89,3729,56,3518,14147,53592
2026-01-26 16:38:43.231266143,341,58.8200694076819,16583,3465,12005,89,3729,56,3682,8229,47838
2026-01-26 16:38:43.240505099,342,58.482952219428036,16414,3468,12203,92,4161,60,3739,2399,42536
2026-01-26 16:38:43.251782570,344,58.482952219428036,16292,99,26,19,4455,64,3739,13473,38167
2026-01-26 16:38:43.262058799,344,55.99104143337066,16292,99,26,19,4455,64,3753,6783,31491
2026-01-26 16:38:43.273274861,344,60.90133982947625,16292,99,26,19,21314,49,3326,1426,42551
2026-01-26 16:38:43.284885749,345,60.90133982947625,15161,567,78,99,3712,50,3326,12681,35674
2026-01-26 16:38:43.296072177,345,61.81233774261342,15161,567,78,99,3712,50,3604,7806,31077
2026-01-26 16:38:43.306972263,345,63.28713372571356,15161,567,78,99,19019,39,4100,2967,42030
2026-01-26 16:38:43.317380528,346,63.28713372571356,17525,3691,12065,89,4710,71,4100,14031,56282
2026-01-26 16:38:43.329477828,346,56.75046819136258,17525,3691,12065,89,4710,71,3499,7586,49236
2026-01-26 16:38:43.339614086,347,55.53087516659262,17084,341,108,124,4140,73,4000,886,26756
2026-01-26 16:38:43.351817917,347,55.53087516659262,17084,341,108,124,17225,54,3521,12028,50485
2026-01-26 16:38:43.363097116,347,75.3693096171239,17084,341,108,124,17225,54,3521,9814,48271
2026-01-26 16:38:43.373711818,348,55.50313592717988,15493,586,82,94,3238,50,3884,3024,26451
2026-01-26 16:38:43.384685154,348,55.50313592717988,15493,586,82,94,19985,46,3884,13988,54158
2026-01-26 16:38:43.396563760,348,60.63913649869626,15493,586,82,94,19985,46,3737,8696,48719
2026-01-26 16:38:43.406712691,349,59.715753015645525,16836,3727,13107,118,3354,51,4063,3124,44380
2026-01-26 16:38:43.422029241,350,59.715753015645525,17508,3636,13267,111,3739,76,4063,14447,56847
2026-01-26 16:38:43.430562322,350,56.80527152919791,17508,3636,13267,111,3739,76,3647,7854,49838
2026-01-26 16:38:43.441132255,351,58.06863712908658,14978,2128,107,104,3597,59,3306,1733,26012
2026-01-26 16:38:43.452535394,351,79.33989209774674,14978,2128,107,104,15451,56,4055,538,37417
2026-01-26 16:38:43.462831432,351,79.33989209774674,14978,2128,107,104,15451,56,4055,11482,48361
2026-01-26 16:38:43.474533682,352,50.898355983101744,14964,1495,83,98,3479,38,3459,2959,26575
2026-01-26 16:38:43.485080510,352,76.44675483525724,14964,1495,83,98,16404,58,3457,1058,37617
2026-01-26 16:38:43.496739975,352,76.44675483525724,14964,1495,83,98,16404,58,3457,12199,48758
2026-01-26 16:38:43.507397302,353,76.44675483525724,15953,3043,236,282,10038,58,3457,23344,56411
2026-01-26 16:38:43.518115559,353,200.32051282051282,15953,3043,236,282,15885,46,3674,4632,43751
2026-01-26 16:38:43.529461736,353,200.32051282051282,15953,3043,236,282,15885,46,3674,10907,50026
2026-01-26 16:38:43.541890213,354,55.11160099200882,17495,3528,12310,83,4680,55,3427,3844,45422
2026-01-26 16:38:43.551651293,354,55.11160099200882,17495,3528,12310,83,4680,55,3427,15009,56587
2026-01-26 16:38:43.564434467,355,42.06806613099996,14335,3306,1164,72,5546,86,3649,2377,30535
2026-01-26 16:38:43.574123802,355,103.62694300518135,14335,3306,1164,72,15309,60,3469,3910,41625
2026-01-26 16:38:43.585537084,356,66.3129973474801,16032,3245,11381,84,4213,58,3467,15022,53502
2026-01-26 16:38:43.597017056,356,66.3129973474801,16032,3245,11381,84,4213,58,3467,11047,49527
2026-01-26 16:38:43.609962922,357,50.46427129592249,15306,1774,98,122,3429,50,3528,2294,26601
2026-01-26 16:38:43.619675745,358,50.46427129592249,16376,320,73,112,3440,69,3391,13508,37289
2026-01-26 16:38:43.630592503,358,66.23393826996953,16376,320,73,112,16781,55,3391,9657,46765
2026-01-26 16:38:43.642417637,358,74.66029565477079,16376,320,73,112,16781,55,3708,7928,45353
2026-01-26 16:38:43.653312634,359,74.66029565477079,17612,3582,12861,85,3688,40,3708,18596,60172
2026-01-26 16:38:43.662990064,359,47.12313274586494,17612,3582,12861,85,3688,40,4307,8255,50430
2026-01-26 16:38:43.675031363,360,56.49398339076888,15866,1448,108,152,3867,84,3556,2008,27089
2026-01-26 16:38:43.685616689,361,56.49398339076888,15651,485,77,104,4793,94,3556,12935,37695
2026-01-26 16:38:43.696275360,361,59.0388475616956,15651,485,77,104,4793,94,4485,7110,32799
2026-01-26 16:38:43.708124782,361,74.2170105388155,15651,485,77,104,19132,58,4147,4663,44317
2026-01-26 16:38:43.719140422,362,62.70378730875345,16346,3282,12233,104,3937,75,3620,15891,55488
2026-01-26 16:38:43.730869201,362,62.70378730875345,16346,3282,12233,104,3937,75,3620,11153,50750
2026-01-26 16:38:43.741535648,363,56.51952749675013,16822,3690,12884,78,3701,72,3939,4642,45828
2026-01-26 16:38:43.752287506,364,56.51952749675013,16182,986,96,117,3466,67,3939,15552,40405
2026-01-26 16:38:43.764502601,364,53.126494182648884,16182,986,96,117,3466,67,3807,7999,32720
2026-01-26 16:38:43.774191936,364,58.46927439630474,16182,986,96,117,20120,69,5511,2007,45088
2026-01-26 16:38:43.786078447,365,105.999576001696,13967,2495,92,125,4614,69,5511,3699,30572
2026-01-26 16:38:43.797353774,365,105.999576001696,13967,2495,92,125,16728,61,5511,14926,53905
2026-01-26 16:38:43.808849842,365,59.59830740806961,13967,2495,92,125,16728,61,5511,9297,48276
2026-01-26 16:38:43.820044655,366,54.44250871080139,17377,3632,12491,65,3861,97,5511,1985,45019
2026-01-26 16:38:43.830108816,366,54.44250871080139,17377,3632,12491,65,3861,97,5511,13269,56303
2026-01-26 16:38:43.841271916,366,47.594117367093425,17377,3632,12491,65,22038,93,3466,3291,62453
2026-01-26 16:38:43.852409928,367,69.77880120019537,16588,1158,76,2610,14564,43,4109,128,39276
2026-01-26 16:38:43.864502395,368,69.77880120019537,16035,3649,11407,125,3683,82,4109,11365,50455
2026-01-26 16:38:43.875365456,368,62.65664160401003,16035,3649,11407,125,3683,82,3622,6410,45013
2026-01-26 16:38:43.886121858,369,58.54458169896376,16177,3499,12710,76,3528,69,3530,520,40109
2026-01-26 16:38:43.898946601,369,58.54458169896376,16177,3499,12710,76,3528,69,3530,11775,51364
2026-01-26 16:38:43.907966926,370,49.613018456042866,15724,2004,97,122,3738,62,3863,2634,28244
2026-01-26 16:38:43.919211469,370,84.5594452900389,15724,2004,97,122,16149,37,3327,1950,39410
2026-01-26 16:38:43.931311169,371,84.5594452900389,15600,3437,13057,85,3755,45,3327,13223,52529
2026-01-26 16:38:43.943068812,371,55.31279384921732,15600,3437,13057,85,3755,45,3743,6477,46199
2026-01-26 16:38:43.953636185,372,68.53070175438596,17282,3417,10782,108,3401,62,3642,2828,41522
2026-01-26 16:38:43.965134334,372,68.53070175438596,17282,3417,10782,108,3401,62,3642,13980,52674
2026-01-26 16:38:43.974977753,373,43.09230371455658,17478,761,140,138,4736,45,3378,1826,28502
2026-01-26 16:38:43.987344659,374,43.09230371455658,14210,1225,97,101,4942,52,3378,12991,36996
2026-01-26 16:38:43.997954946,374,64.34178355424012,14210,1225,97,101,19582,52,3803,8672,47742
2026-01-26 16:38:44.009831280,374,68.50253459377997,14210,1225,97,101,19814,75,3743,5174,44439
2026-01-26 16:38:44.020125814,375,61.523317337270825,17086,3342,12466,102,4642,81,3559,124,41402
2026-01-26 16:38:44.031100174,375,61.523317337270825,17086,3342,12466,102,4642,81,3559,11205,52483
2026-01-26 16:38:44.042384365,376,53.61930294906166,16247,663,95,114,4382,57,3906,3744,29208
2026-01-26 16:38:44.053937427,376,74.43799315170463,16247,663,95,114,18112,65,3688,1472,40456
2026-01-26 16:38:44.065959365,376,74.43799315170463,16247,663,95,114,18112,65,3688,12590,51574
2026-01-26 16:38:44.075190032,377,50.73824141255264,16316,3657,12236,115,6119,112,4098,3915,46568
2026-01-26 16:38:44.087814322,378,50.73824141255264,17314,3862,14463,144,7297,112,4098,15110,62400
2026-01-26 16:38:44.098310685,378,48.11624885723909,17314,3862,14463,144,7424,317,3665,5573,52762
2026-01-26 16:38:44.111450764,378,48.11624885723909,17314,3862,14463,144,7424,317,3665,16612,63801
2026-01-26 16:38:44.121313095,379,40.47599773334413,16715,362,141,142,4981,49,3872,3213,29475
2026-01-26 16:38:44.138477340,380,40.47599773334413,15547,3250,122,106,6223,55,3872,14446,43621
2026-01-26 16:38:44.142661510,381,50.487201494421164,13906,797,108,146,4732,71,3898,5620,29278
2026-01-26 16:38:44.154610903,381,105.86491636671607,13906,797,108,146,4732,71,3562,7559,30881
2026-01-26 16:38:44.165868981,382,66.40106241699867,13062,1893,114,126,5607,45,3522,3631,28000
2026-01-26 16:38:44.178271409,383,66.40106241699867,13726,1666,114,111,4682,89,3535,14492,38415
2026-01-26 16:38:44.189773622,383,60.63913649869626,13726,1666,114,111,4682,89,3535,9213,33136
2026-01-26 16:38:44.199465485,383,62.06554121151937,13726,1666,114,111,23946,63,3632,4137,47395
2026-01-26 16:38:44.212248146,384,62.06554121151937,13534,2122,135,141,8821,52,3632,15206,43643
2026-01-26 16:38:44.220758027,385,55.17545795630104,15366,1563,134,122,6233,61,4046,8343,35868
2026-01-26 16:38:44.233053188,385,83.92782207301721,15366,1563,134,122,6233,61,3769,7326,34574
2026-01-26 16:38:44.243539663,385,64.59531038046637,15366,1563,134,122,21793,60,3736,3184,45958
2026-01-26 16:38:44.253241510,386,88.82572392965002,15236,3316,11383,127,4733,59,3857,3078,41789
2026-01-26 16:38:44.264666217,386,88.82572392965002,15236,3316,11383,127,4733,59,3857,14104,52815
2026-01-26 16:38:44.275730339,387,43.49528076203732,17123,643,298,95,6689,181,4333,2262,31624
2026-01-26 16:38:44.288295139,387,97.77082518576456,17123,643,298,95,17320,54,4064,3364,42961
2026-01-26 16:38:44.298734156,387,97.77082518576456,17123,643,298,95,17320,54,4064,14468,54065
2026-01-26 16:38:44.309257080,388,48.50130953535746,15563,1591,110,126,4596,52,3775,5027,30840
2026-01-26 16:38:44.320398420,388,83.24315325064514,15563,1591,110,126,16967,51,3327,4049,41784
2026-01-26 16:38:44.331279081,388,83.24315325064514,15563,1591,110,126,16967,51,3327,15135,52870
2026-01-26 16:38:44.342839247,389,46.58529768005218,14789,1822,100,121,4602,48,3935,4848,30265
2026-01-26 16:38:44.363324889,389,69.82752601075345,14789,1822,100,121,18870,44,3852,1730,41328
2026-01-26 16:38:44.366457961,390,69.82752601075345,17092,3590,10238,96,5525,64,3852,12984,53441
2026-01-26 16:38:44.379083434,390,63.09944472488642,17092,3590,10238,96,5525,64,4171,8276,49052
2026-01-26 16:38:44.387945580,391,49.955040463582776,14222,2883,109,118,3655,61,3534,19454,44036
2026-01-26 16:38:44.399667990,391,90.59612248595761,14222,2883,109,118,14178,60,3500,10465,45535
2026-01-26 16:38:44.410054271,391,90.59612248595761,14222,2883,109,118,14178,60,3500,10637,45707
2026-01-26 16:38:44.423387762,392,52.132207277656136,16304,3433,11583,103,5468,45,3627,2497,43060
